epoch,seed,method,train_loss,val_loss
1,42,unet_seg,1.266342622748876,0.8928616428375244
2,42,unet_seg,0.7688252914507511,0.6817133462429047
3,42,unet_seg,0.5585469241111966,0.5998058629035949
4,42,unet_seg,0.48889473901461744,0.5237995314598084
5,42,unet_seg,0.42516979789834913,0.47326125502586364
6,42,unet_seg,0.40054974717608954,0.4383854591846466
7,42,unet_seg,0.36393037413136436,0.42039828091859816
8,42,unet_seg,0.3357060813676503,0.34153832256793976
9,42,unet_seg,0.29999983758997106,0.31891082376241686
10,42,unet_seg,0.2937574812795146,0.34239991307258605
11,42,unet_seg,0.2813824309130846,0.3860618567466736
12,42,unet_seg,0.29289639671727763,0.3219025301933289
13,42,unet_seg,0.2800502668497926,0.30121089309453963
14,42,unet_seg,0.2796778335409649,0.3009261178970337
15,42,unet_seg,0.27632551842321784,0.28618423759937284
16,42,unet_seg,0.2689506047231666,0.28839574724435807
17,42,unet_seg,0.27171611148169483,0.29325919806957246
18,42,unet_seg,0.2628162168597771,0.3049678564071655
19,42,unet_seg,0.26195777756935457,0.28437178254127504
20,42,unet_seg,0.26249016991863816,0.2793102642893791
21,42,unet_seg,0.25490756086626293,0.2929679495096207
22,42,unet_seg,0.2611612123200449,0.2809447580575943
23,42,unet_seg,0.2528371834906481,0.2742865964770317
24,42,unet_seg,0.2517279415565022,0.2816704362630844
25,42,unet_seg,0.25372620059524553,0.2784793499112129
26,42,unet_seg,0.25067332696359035,0.2725833714008331
27,42,unet_seg,0.24942767190731177,0.27830360233783724
28,42,unet_seg,0.24608356953930047,0.2741693797707558
29,42,unet_seg,0.25324640871357107,0.2928431260585785
30,42,unet_seg,0.24680071987085422,0.2690099549293518
31,42,unet_seg,0.24303151345101454,0.2746297305822372
32,42,unet_seg,0.2431326308366606,0.26899693965911864
33,42,unet_seg,0.24598926211060104,0.2686836558580399
34,42,unet_seg,0.24046567316024992,0.3080722203850746
35,42,unet_seg,0.2415948338427786,0.2740491047501564
36,42,unet_seg,0.23921642218858508,0.26946650713682174
37,42,unet_seg,0.2407466961165606,0.2757604265213013
38,42,unet_seg,0.23870501799856203,0.2694084492325783
39,42,unet_seg,0.24349684634451138,0.2733285176753998
40,42,unet_seg,0.23424591458702493,0.2609105163812637
41,42,unet_seg,0.23514490397804874,0.28208392798900606
42,42,unet_seg,0.24315022996042746,0.30034421145915985
43,42,unet_seg,0.2290715760535608,0.2719384703040123
44,42,unet_seg,0.22745313716389365,0.26379852294921874
45,42,unet_seg,0.2308330218923294,0.2526903375983238
46,42,unet_seg,0.2254199203166921,0.25600677281618117
47,42,unet_seg,0.22796918587538145,0.25442848205566404
48,42,unet_seg,0.22761689821037195,0.2670472368597984
49,42,unet_seg,0.2241973064966121,0.2661458092927933
50,42,unet_seg,0.22970782409785157,0.26192123085260394
51,42,unet_seg,0.22391460886446096,0.2485406818985939
52,42,unet_seg,0.22263764394289356,0.2651089382171631
53,42,unet_seg,0.22335253756935314,0.25295613557100294
54,42,unet_seg,0.22171729468440604,0.25987344682216645
55,42,unet_seg,0.2218274907287905,0.2433680337667465
56,42,unet_seg,0.220293745840505,0.2629303276538849
57,42,unet_seg,0.22100091248876969,0.2441377517580986
58,42,unet_seg,0.227019790054883,0.24401807844638823
59,42,unet_seg,0.22167702960008281,0.2589125156402588
60,42,unet_seg,0.22469383541305185,0.24948545128107072
