epoch,seed,method,train_loss,val_loss
61,42,unet_seg,0.21477982578641278,0.2557289344072342
62,42,unet_seg,0.21453582429153434,0.25075364887714385
63,42,unet_seg,0.2095161632208501,0.25922450989484785
64,42,unet_seg,0.21255772245132318,0.2416938191652298
65,42,unet_seg,0.21034320803769566,0.27505466222763064
66,42,unet_seg,0.21263305520859815,0.23862817615270615
67,42,unet_seg,0.21429528491729397,0.250463270843029
68,42,unet_seg,0.20638634820105667,0.24115108966827392
69,42,unet_seg,0.20384433726638052,0.2389236244559288
70,42,unet_seg,0.20859740194627793,0.2506826215982437
71,42,unet_seg,0.20632616386322652,0.2397076117992401
72,42,unet_seg,0.21607371369155787,0.25628098398447036
73,42,unet_seg,0.205702584079009,0.25241629034280777
74,42,unet_seg,0.20225162330572888,0.24148853212594987
75,42,unet_seg,0.1990980845007856,0.24020793974399568
76,42,unet_seg,0.19399517932433194,0.24763896375894545
77,42,unet_seg,0.19402662203726123,0.24030257374048233
78,42,unet_seg,0.1947629072908628,0.23522115170955657
79,42,unet_seg,0.19559523314868998,0.22728002756834031
80,42,unet_seg,0.19111856287818843,0.23323538392782212
81,42,unet_seg,0.18837806961293949,0.23191374123096467
82,42,unet_seg,0.18858391254887744,0.24176913857460022
83,42,unet_seg,0.18518468020957404,0.2350135025382042
84,42,unet_seg,0.18243740618986598,0.22662593960762023
85,42,unet_seg,0.18218470601585962,0.22190291941165924
86,42,unet_seg,0.18510111617082256,0.23217613250017166
87,42,unet_seg,0.18550351164224793,0.2279321891069412
88,42,unet_seg,0.18252390307390085,0.24941442996263505
89,42,unet_seg,0.17540447726466898,0.22060327470302582
90,42,unet_seg,0.17374575674786405,0.21803348869085312
91,42,unet_seg,0.1736726304358345,0.21918499261140822
92,42,unet_seg,0.17283796692677475,0.21541695356369017
93,42,unet_seg,0.17174677995933316,0.2196828070282936
94,42,unet_seg,0.16476949500077862,0.22040747731924057
95,42,unet_seg,0.16483528173323406,0.22902048259973526
96,42,unet_seg,0.18028240309933485,0.21322139710187912
97,42,unet_seg,0.1612377829723439,0.22286819964647292
98,42,unet_seg,0.16571260082645942,0.23792996227741242
99,42,unet_seg,0.15726728585817046,0.22048362374305724
100,42,unet_seg,0.1578864229180045,0.2176472720503807
