epoch,seed,method,train_loss,val_loss
1,123,unet_seg,1.2535413018727706,0.8330213570594788
2,123,unet_seg,0.7546006218861725,0.7919424152374268
3,123,unet_seg,0.6427464535680868,0.5409038931131362
4,123,unet_seg,0.4776593886189542,0.4673727786540985
5,123,unet_seg,0.40306863239256,0.4417780464887619
6,123,unet_seg,0.3781192532535327,0.415813502073288
7,123,unet_seg,0.3518831015138303,0.3773416385054588
8,123,unet_seg,0.32293903833981286,0.35401100277900693
9,123,unet_seg,0.2956866322685096,0.3369220340251923
10,123,unet_seg,0.29424851463507795,0.3220264250040054
11,123,unet_seg,0.28170594011070366,0.3394500201940536
12,123,unet_seg,0.2788059740500935,0.32428076237440107
13,123,unet_seg,0.2743208333849907,0.3098186087608337
14,123,unet_seg,0.27028247126835886,0.2983957421779633
15,123,unet_seg,0.26258045258158347,0.29749941140413283
16,123,unet_seg,0.27232989649903977,0.32239609718322754
17,123,unet_seg,0.2625393047297405,0.2964473956823349
18,123,unet_seg,0.2577819281841739,0.2831060418486595
19,123,unet_seg,0.25805262368866955,0.29650515705347064
20,123,unet_seg,0.2543190142487065,0.2902424818277359
21,123,unet_seg,0.2519626842211869,0.2816493621468544
22,123,unet_seg,0.25013569161548455,0.28432928055524825
23,123,unet_seg,0.24745165506156824,0.2783647432923317
24,123,unet_seg,0.25022358750387774,0.28918365985155103
25,123,unet_seg,0.25636684654627817,0.309484631717205
26,123,unet_seg,0.2481721977434926,0.2773735377192497
27,123,unet_seg,0.24522348278659886,0.27233012408018115
28,123,unet_seg,0.239996120017969,0.32701345592737197
29,123,unet_seg,0.24165926191766382,0.2672809785604477
30,123,unet_seg,0.24056544300105612,0.2933208578824997
31,123,unet_seg,0.2404848939533961,0.2863242188096046
32,123,unet_seg,0.23756485874369992,0.28223983854055407
33,123,unet_seg,0.23569982056900607,0.28112499833106996
34,123,unet_seg,0.23472416059950652,0.2850956970453262
35,123,unet_seg,0.23421797812995265,0.26618017673492433
36,123,unet_seg,0.23512621318637314,0.2837286752462387
37,123,unet_seg,0.2302732858491146,0.26137106120586395
38,123,unet_seg,0.2274788521482783,0.2686278635263443
39,123,unet_seg,0.2268142170446404,0.2635902836918831
40,123,unet_seg,0.2321732091575356,0.3001061674952507
41,123,unet_seg,0.2391324576811265,0.26360863029956816
42,123,unet_seg,0.22821230242439247,0.2649035209417343
43,123,unet_seg,0.2276555602833376,0.2627785176038742
44,123,unet_seg,0.22496338744284744,0.27064557135105133
45,123,unet_seg,0.21828432097020795,0.2570845764875412
46,123,unet_seg,0.22170753852795747,0.2541749432682991
47,123,unet_seg,0.22350123426798035,0.2620114222168922
48,123,unet_seg,0.21636214265126294,0.25257825732231143
49,123,unet_seg,0.21941956947163,0.2572479757666588
50,123,unet_seg,0.2185961537820808,0.2691673094034195
51,123,unet_seg,0.21845670574802464,0.26195142775774
52,123,unet_seg,0.2151847198542397,0.2665854358673096
53,123,unet_seg,0.21322459566517402,0.24910864025354384
54,123,unet_seg,0.21826411859463837,0.24695197492837906
55,123,unet_seg,0.20844844965485193,0.24275737911462783
56,123,unet_seg,0.20925452588599616,0.24290760695934296
57,123,unet_seg,0.20674734827825578,0.2623129951953888
58,123,unet_seg,0.21509456811314923,0.26098648250102996
59,123,unet_seg,0.2174164144543268,0.24797291457653045
60,123,unet_seg,0.203943730537164,0.24293336331844329
61,123,unet_seg,0.20540951779585773,0.24448101907968522
62,123,unet_seg,0.2072882919367087,0.25146057188510895
63,123,unet_seg,0.20569881670555826,0.23701067835092546
64,123,unet_seg,0.20226958968629272,0.2381833612918854
65,123,unet_seg,0.19812377712736695,0.2496125030517578
66,123,unet_seg,0.20051743936235622,0.25106837809085847
67,123,unet_seg,0.20019684517282552,0.26708354979753496
68,123,unet_seg,0.2023720500706616,0.24412535548210143
69,123,unet_seg,0.20312158169887834,0.25011412143707273
70,123,unet_seg,0.19413362538157883,0.24435616046190262
71,123,unet_seg,0.19280361762996448,0.2949492830038071
72,123,unet_seg,0.19813030945547558,0.2371251639723778
73,123,unet_seg,0.192142632931976,0.24229888886213302
74,123,unet_seg,0.1960103711650028,0.2387917733192444
75,123,unet_seg,0.1910222275340456,0.23978410720825194
76,123,unet_seg,0.1859425925097223,0.23896973073482514
77,123,unet_seg,0.1908939526242725,0.23687392204999924
78,123,unet_seg,0.18883864284824517,0.2515719491243362
79,123,unet_seg,0.1909860076098624,0.25611677080392836
80,123,unet_seg,0.19093450973347081,0.2428822124004364
81,123,unet_seg,0.18643361146924858,0.24485858649015427
82,123,unet_seg,0.18284446121019832,0.2302528664469719
83,123,unet_seg,0.17725606054320173,0.2594131976366043
84,123,unet_seg,0.18065889356500012,0.23230973482131959
85,123,unet_seg,0.17903300197952884,0.2498752421140671
86,123,unet_seg,0.17754093071414254,0.25575592786073686
87,123,unet_seg,0.1788476153071654,0.2402200710773468
88,123,unet_seg,0.17830153532578782,0.2388068813085556
89,123,unet_seg,0.17048951399402093,0.22482015818357468
90,123,unet_seg,0.17356366891477068,0.2216883844137192
91,123,unet_seg,0.17022792833967734,0.2440493407845497
92,123,unet_seg,0.16428145614721007,0.24479338973760606
93,123,unet_seg,0.16473683462304584,0.23153645247220994
94,123,unet_seg,0.1609877898531445,0.24005662322044372
95,123,unet_seg,0.16293078465229374,0.23219951391220092
96,123,unet_seg,0.16345814296628458,0.23801654934883118
97,123,unet_seg,0.15946147638231012,0.24298786073923112
98,123,unet_seg,0.15566270375403307,0.22770631104707717
99,123,unet_seg,0.15422617315740908,0.2419635346531868
100,123,unet_seg,0.1488251792172254,0.22773288398981095
